algorithm	localsearch	alpha	beta	rho	ants	q0	rasrank	elitistants	nnls	dlb
"ras"	"2"	2.18	3.69	0.6	60	NA	9	NA	42	"1"
"as"	"3"	4.44	2.28	0.24	29	NA	NA	NA	12	"0"
"mmas"	"3"	4.17	9.39	0.3	70	NA	NA	NA	41	"1"
"ras"	"3"	4.64	0.96	0.76	61	NA	21	NA	11	"0"
"mmas"	"3"	4.36	3.6	0.24	5	NA	NA	NA	17	"0"
"acs"	"3"	2.55	9.41	0.14	26	0.38	NA	NA	13	"1"
"acs"	"3"	4.97	5.54	0.46	72	0.22	NA	NA	17	"0"
"ras"	"3"	4.28	1.46	0.94	96	NA	28	NA	23	"0"
"ras"	"3"	4.74	4.16	0.73	88	NA	16	NA	23	"0"
"mmas"	"3"	2.64	3.54	0.19	30	NA	NA	NA	19	"0"
"acs"	"3"	3.59	9.76	0.04	25	0.69	NA	NA	13	"1"
"mmas"	"3"	3.6	4.82	0.12	17	NA	NA	NA	8	"0"
"acs"	"3"	2.43	6.89	0.21	18	0.68	NA	NA	11	"1"
"acs"	"3"	3.47	9.54	0.04	28	0.34	NA	NA	13	"1"
"acs"	"3"	2.94	8.04	0.13	33	0.41	NA	NA	19	"1"
"acs"	"3"	3.71	7.62	0.07	34	0.46	NA	NA	13	"1"
"acs"	"3"	3.59	9.7	0.07	27	0.31	NA	NA	14	"1"
"acs"	"3"	4.29	8.11	0.09	36	0.5	NA	NA	10	"1"
"acs"	"3"	3.96	7.03	0.06	37	0.5	NA	NA	12	"1"
"acs"	"3"	3.39	7.99	0.14	40	0.46	NA	NA	15	"1"
"acs"	"3"	3.96	7.22	0.05	34	0.36	NA	NA	12	"1"
"acs"	"3"	3.34	2.02	0.81	36	0.8	NA	NA	49	"0"
"acs"	"2"	4.12	6.08	0.53	69	0.27	NA	NA	42	"0"
"acs"	"3"	2.01	0.92	0.64	29	0.54	NA	NA	44	"0"
"eas"	"3"	3.22	0.69	0.21	53	NA	NA	85	48	"0"
"acs"	"3"	3.3	2.19	0.64	44	0.51	NA	NA	45	"1"
"ras"	"3"	3.3	1.02	0.62	43	NA	49	NA	27	"1"
"acs"	"3"	1.8	4.82	0.79	22	0.21	NA	NA	29	"1"
"ras"	"3"	2.36	0.74	0.77	76	NA	27	NA	49	"1"
"acs"	"3"	2.48	1.15	0.47	15	0.78	NA	NA	23	"1"
"acs"	"3"	3.71	0.29	0.71	13	0.56	NA	NA	38	"0"
"acs"	"3"	3.51	5.52	0.38	22	0.19	NA	NA	41	"1"
"acs"	"3"	3.57	0.68	0.99	32	0.11	NA	NA	44	"1"
"acs"	"3"	3.77	4.24	0.61	7	0.58	NA	NA	39	"1"
"ras"	"3"	2.72	0.77	0.64	48	NA	24	NA	50	"1"
"acs"	"3"	2	2.49	0.51	15	0.92	NA	NA	15	"1"
"acs"	"3"	2.18	2.16	0.54	5	0.91	NA	NA	20	"1"
"ras"	"3"	2.49	1.38	0.6	69	NA	10	NA	45	"1"
"ras"	"3"	2.41	0.56	0.71	30	NA	21	NA	47	"1"
"ras"	"3"	2.18	1.18	0.54	49	NA	10	NA	50	"1"
"ras"	"3"	2.46	0.59	0.8	55	NA	15	NA	45	"1"
"ras"	"3"	2.35	1.75	0.75	62	NA	18	NA	42	"1"
"ras"	"3"	2.45	0.7	0.58	50	NA	21	NA	47	"1"
"acs"	"3"	3.07	5.19	0.46	78	0.65	NA	NA	10	"0"
"acs"	"3"	4.24	4.72	0.78	52	0.11	NA	NA	16	"1"
"acs"	"2"	3.14	8.15	0.56	55	0.58	NA	NA	24	"1"
"mmas"	"3"	2.64	7.92	0.8	86	NA	NA	NA	38	"1"
"acs"	"3"	2.59	7.31	0.42	29	0.27	NA	NA	13	"0"
"acs"	"3"	2.24	6.88	0.52	55	0.89	NA	NA	34	"0"
"acs"	"3"	2.05	3.71	0.78	37	0.74	NA	NA	22	"0"
"acs"	"3"	2.12	7.07	0.49	39	0.56	NA	NA	24	"1"
"acs"	"3"	2.04	7.34	0.62	34	0.3	NA	NA	19	"0"
"acs"	"3"	2.83	7.37	0.59	28	0.34	NA	NA	13	"0"
"acs"	"3"	1.86	5.89	0.48	44	0.83	NA	NA	24	"0"
"acs"	"3"	2.41	7.77	0.49	50	0.63	NA	NA	15	"0"
"acs"	"3"	2.05	6.28	0.49	37	0.16	NA	NA	11	"0"
"acs"	"3"	2.21	7.93	0.44	43	0.7	NA	NA	19	"0"
"acs"	"3"	2.68	8.58	0.65	30	0.47	NA	NA	16	"0"
"acs"	"3"	2.53	7.71	0.58	31	0.33	NA	NA	13	"0"
"acs"	"3"	2.38	6.33	0.4	43	0.43	NA	NA	22	"0"
"acs"	"3"	2.26	6.11	0.29	45	0.48	NA	NA	13	"0"
"acs"	"3"	2.69	8.34	0.29	45	0.66	NA	NA	20	"0"
"mmas"	"3"	2.65	8.82	0.5	97	NA	NA	NA	25	"0"
"acs"	"3"	3.36	3.98	0.7	6	0.35	NA	NA	14	"0"
"mmas"	"3"	3.47	1.71	0.06	14	NA	NA	NA	31	"1"
"eas"	"3"	4.41	7.34	0.99	44	NA	NA	23	22	"1"
"acs"	"3"	2.69	7.65	0.52	17	0.51	NA	NA	27	"0"
"mmas"	"3"	0.82	4.75	0.79	10	NA	NA	NA	9	"0"
"acs"	"3"	2.97	7.65	0.48	47	0.79	NA	NA	41	"1"
"acs"	"3"	3.64	7.07	0.46	6	0.59	NA	NA	16	"0"
"acs"	"3"	2.98	1.9	0.46	53	0.05	NA	NA	26	"0"
"acs"	"3"	3.45	6.54	0.42	54	0.83	NA	NA	11	"1"
"acs"	"3"	2.75	6.83	0.62	33	0.47	NA	NA	15	"0"
"acs"	"3"	3.09	1.69	0.27	47	0.19	NA	NA	34	"0"
"acs"	"3"	4.01	7.29	0.7	64	0.85	NA	NA	7	"0"
"acs"	"3"	2.37	8.8	0.61	19	0.48	NA	NA	12	"0"
"acs"	"3"	3.31	1.49	0.25	48	0.18	NA	NA	40	"0"
"acs"	"3"	3.18	0.84	0.31	46	0.22	NA	NA	48	"0"
"acs"	"3"	3.79	2.75	0.15	49	0.05	NA	NA	28	"0"
"acs"	"3"	3.48	3.63	0.32	55	0.14	NA	NA	37	"0"
"acs"	"3"	3.66	3.17	0.13	43	0.13	NA	NA	30	"0"
"acs"	"3"	3.82	4.23	0.08	39	0.07	NA	NA	30	"0"
"ras"	"3"	3.07	5.89	0.52	69	NA	7	NA	25	"0"
"mmas"	"3"	2.06	3.54	0.41	53	NA	NA	NA	39	"1"
"as"	"3"	3.47	0.73	0.32	38	NA	NA	NA	14	"0"
"acs"	"3"	3.35	3.62	0.94	30	0.67	NA	NA	31	"1"
"acs"	"3"	2.56	0.63	0.4	31	0.06	NA	NA	21	"1"
"acs"	"3"	3.1	3.97	0.54	23	0.42	NA	NA	18	"1"
"acs"	"3"	4.55	2.53	0.99	7	0.77	NA	NA	26	"1"
"acs"	"3"	3.67	2.64	0.35	17	0.03	NA	NA	18	"0"
"acs"	"3"	2.83	4.87	0.91	23	0.63	NA	NA	12	"1"
"acs"	"3"	4.12	4.92	0.62	8	0.93	NA	NA	40	"1"
"acs"	"3"	4.29	0.27	0.33	34	0.17	NA	NA	20	"0"
"acs"	"3"	3.26	5.48	0.67	7	0.76	NA	NA	31	"1"
"mmas"	"3"	4.24	3.53	0.16	37	NA	NA	NA	23	"0"
"acs"	"3"	3.34	4.22	0.16	25	0.43	NA	NA	17	"0"
"acs"	"3"	4.2	4.67	0.02	32	0.61	NA	NA	19	"0"
"mmas"	"3"	4.49	3.23	0.11	30	NA	NA	NA	16	"0"
"acs"	"3"	3.73	4.89	0.11	41	0.55	NA	NA	17	"0"
"mmas"	"3"	4.65	3.83	0.17	37	NA	NA	NA	12	"0"
"acs"	"3"	3.16	4.01	0.09	40	0.57	NA	NA	13	"1"
"acs"	"3"	3.78	4.4	0.1	51	0.69	NA	NA	12	"1"
"acs"	"3"	3.41	4.67	0.11	46	0.64	NA	NA	18	"0"
"acs"	"3"	4.11	3.22	0.02	32	0.8	NA	NA	18	"0"
"acs"	"3"	3.66	4.31	0.03	24	0.5	NA	NA	18	"0"
"acs"	"3"	3.25	3.23	0.27	55	0.77	NA	NA	15	"1"
"acs"	"3"	3.23	4.11	0.31	60	0.87	NA	NA	18	"1"
"acs"	"3"	4.02	4.8	0.15	51	0.63	NA	NA	11	"1"
"acs"	"3"	4.85	3.96	1	6	0.58	NA	NA	36	"1"
"acs"	"2"	3.84	1.93	0.02	29	0.66	NA	NA	40	"0"
"acs"	"3"	1.02	2.55	0.58	11	0.84	NA	NA	31	"1"
"eas"	"3"	1.38	4.66	0.34	29	NA	NA	528	12	"1"
"acs"	"3"	3.09	2.47	0.49	62	0.96	NA	NA	34	"0"
"acs"	"3"	4.02	5.48	0.97	24	0.71	NA	NA	38	"1"
"acs"	"3"	3.14	0.66	0.44	5	0.87	NA	NA	9	"0"
"acs"	"3"	1.97	8.22	0.59	36	0.1	NA	NA	26	"0"
"acs"	"3"	3.12	3.98	0.79	10	0.65	NA	NA	33	"1"
"ras"	"3"	2.21	1.6	0.77	28	NA	21	NA	46	"1"
"acs"	"3"	2.57	7.95	0.58	54	0.44	NA	NA	14	"0"
"acs"	"3"	3.05	9.36	0.43	38	0.04	NA	NA	26	"1"
"acs"	"3"	2.41	6.15	0.94	37	0.23	NA	NA	33	"0"
"acs"	"3"	2.05	6.42	0.58	41	0.23	NA	NA	15	"1"
"acs"	"3"	2.78	9.5	0.5	43	0.47	NA	NA	14	"0"
"acs"	"3"	2.66	9.32	0.63	48	0.37	NA	NA	17	"0"
"ras"	"3"	2.39	2.38	0.79	46	NA	16	NA	45	"1"
"acs"	"3"	2.64	6.1	0.63	54	0.32	NA	NA	10	"1"
"acs"	"3"	2.34	6.16	0.73	49	0.29	NA	NA	15	"1"
"acs"	"3"	2.5	9.64	0.45	27	0.51	NA	NA	10	"0"
"acs"	"3"	3.27	9.35	0.44	54	0.27	NA	NA	13	"0"
"acs"	"3"	2.92	4.93	0.48	54	0.56	NA	NA	12	"1"
"acs"	"3"	3.36	9.91	0.33	45	0.55	NA	NA	16	"0"
"acs"	"3"	3.4	8.72	0.29	50	0.58	NA	NA	13	"0"
"acs"	"3"	2.24	6.03	0.71	50	0.35	NA	NA	14	"1"
"acs"	"3"	2.98	9.71	0.49	50	0.49	NA	NA	12	"0"
"acs"	"3"	2.71	8.78	0.66	6	0.09	NA	NA	42	"1"
"mmas"	"3"	1.15	8.16	0.97	60	NA	NA	NA	16	"1"
"acs"	"2"	2.4	5.66	0.23	36	0.4	NA	NA	28	"0"
"acs"	"3"	2.91	3.83	0.33	51	0.18	NA	NA	20	"1"
"acs"	"3"	3.84	7.59	0.18	53	0.54	NA	NA	25	"1"
"acs"	"3"	3.94	8.38	0.24	42	0.41	NA	NA	28	"1"
"acs"	"3"	1.98	3.91	0.42	46	0.3	NA	NA	11	"1"
"acs"	"3"	2.82	6.87	0.26	35	0.34	NA	NA	47	"1"
"acs"	"3"	3.87	6.2	0.62	58	0.01	NA	NA	9	"0"
"acs"	"3"	2.26	2.46	0.3	42	0.49	NA	NA	11	"1"
"acs"	"3"	2.32	4.59	0.45	48	0.16	NA	NA	7	"1"
"acs"	"3"	1.54	6.41	0.7	26	0.6	NA	NA	10	"1"
"acs"	"3"	2.57	3.99	0.66	55	0.4	NA	NA	17	"1"
"acs"	"3"	2.79	4	0.6	63	0.47	NA	NA	10	"1"
"acs"	"3"	2.08	2.76	0.36	39	0.6	NA	NA	13	"1"
"acs"	"3"	2.14	5.85	0.57	46	0.46	NA	NA	10	"1"
"acs"	"3"	2.23	5.15	0.55	42	0.26	NA	NA	10	"1"
"acs"	"3"	2.97	5.1	0.55	61	0.5	NA	NA	9	"1"
"acs"	"3"	2.79	4.85	0.61	56	0.45	NA	NA	9	"1"
"acs"	"3"	2.35	4.93	0.55	53	0.36	NA	NA	10	"1"
"acs"	"3"	2.93	4.9	0.59	58	0.59	NA	NA	11	"1"
"acs"	"3"	3.18	5.14	0.57	63	0.52	NA	NA	11	"1"
"mmas"	"3"	0.92	3.77	0.89	61	NA	NA	NA	48	"0"
"acs"	"3"	1.62	4.56	0.88	11	0.44	NA	NA	16	"0"
"ras"	"3"	2.71	2.37	0.97	80	NA	18	NA	41	"1"
"eas"	"3"	4.16	5.57	0.99	46	NA	NA	6	14	"1"
"acs"	"3"	3.69	9.63	0.53	19	0.94	NA	NA	12	"0"
"acs"	"3"	2.23	6.39	0.95	25	0.37	NA	NA	10	"1"
"acs"	"3"	3.15	2.05	0.93	36	0.08	NA	NA	40	"1"
"acs"	"3"	4.26	7.53	0.53	72	0.63	NA	NA	41	"1"
"acs"	"3"	3.82	3.71	0.66	75	0.97	NA	NA	50	"0"
"ras"	"3"	4.29	4.65	0.93	82	NA	22	NA	47	"0"
"ras"	"3"	2.74	1.46	0.97	85	NA	40	NA	29	"1"
"ras"	"3"	2.53	1.23	0.87	65	NA	13	NA	37	"1"
"ras"	"3"	2.47	1.11	0.81	89	NA	34	NA	20	"1"
"ras"	"3"	2.87	1.07	0.88	76	NA	31	NA	37	"1"
"ras"	"3"	2.78	1.51	0.93	81	NA	31	NA	28	"1"
"ras"	"3"	3.46	1.95	0.88	96	NA	34	NA	22	"0"
"ras"	"3"	2.23	1.34	0.94	68	NA	21	NA	50	"1"
"ras"	"3"	2.45	1.33	0.83	63	NA	28	NA	42	"1"
"ras"	"3"	2.72	0.58	0.83	97	NA	26	NA	20	"1"
"ras"	"3"	2.51	1.79	0.88	96	NA	15	NA	26	"1"
"ras"	"3"	3.05	2.9	0.92	85	NA	23	NA	15	"0"
"ras"	"3"	2.37	1.42	0.96	73	NA	22	NA	50	"1"
"ras"	"3"	2.78	3.29	0.77	76	NA	12	NA	17	"0"
"ras"	"3"	2.43	1.82	0.85	96	NA	15	NA	27	"1"
"ras"	"3"	2.49	0.53	0.7	64	NA	23	NA	46	"1"
"ras"	"3"	3.09	3.97	0.61	84	NA	8	NA	36	"1"
"acs"	"3"	3.17	2.86	0.83	75	0.91	NA	NA	38	"0"
"mmas"	"3"	2.12	2.04	0.4	35	NA	NA	NA	39	"0"
"acs"	"3"	3.69	4.42	0.39	74	0.96	NA	NA	42	"0"
"ras"	"3"	4.06	1.1	0.75	82	NA	11	NA	43	"1"
"acs"	"3"	3.28	3.92	0.82	74	0.75	NA	NA	32	"1"
"acs"	"3"	2.7	3.77	0.79	71	0.81	NA	NA	39	"1"
"ras"	"3"	3.83	2.12	0.73	73	NA	19	NA	33	"1"
"ras"	"3"	3.14	1.37	0.89	76	NA	25	NA	30	"1"
"acs"	"3"	3.33	3.49	0.89	69	0.52	NA	NA	48	"0"
"acs"	"3"	3	4.26	0.9	74	0.76	NA	NA	33	"1"
"acs"	"3"	4.67	4.17	0.56	78	0.98	NA	NA	39	"0"
"ras"	"3"	2.72	0.23	0.9	85	NA	19	NA	32	"0"
"acs"	"3"	4.47	3.69	0.61	75	0.86	NA	NA	38	"0"
"acs"	"3"	2.26	6.12	0.96	58	0.71	NA	NA	31	"1"
"ras"	"3"	3.39	2.44	0.69	65	NA	27	NA	31	"1"
"ras"	"3"	3.47	2.92	0.76	68	NA	16	NA	36	"1"
"ras"	"3"	2.96	1.25	0.98	79	NA	21	NA	34	"0"
"ras"	"3"	3.1	0.07	0.86	87	NA	35	NA	35	"0"
"ras"	"3"	2.83	1.7	0.99	73	NA	14	NA	33	"0"
"ras"	"3"	2.69	0.68	0.98	75	NA	19	NA	30	"0"
"mmas"	"3"	0.83	5.47	1	6	NA	NA	NA	18	"0"
"as"	"3"	3.57	2.5	0.4	41	NA	NA	NA	32	"0"
"acs"	"3"	2.79	8.44	0.92	38	0.24	NA	NA	25	"1"
"acs"	"3"	1.89	3.36	0.7	46	0.63	NA	NA	9	"1"
"acs"	"3"	2.31	0.82	0.58	53	0.43	NA	NA	14	"0"
"acs"	"3"	2.84	9.37	0.93	33	0.35	NA	NA	42	"1"
"ras"	"3"	4.3	6.8	0.64	38	NA	13	NA	21	"1"
"acs"	"3"	2.17	7.52	0.99	51	0.33	NA	NA	28	"1"
"acs"	"3"	3.11	3.44	0.92	66	0.38	NA	NA	22	"1"
"mmas"	"3"	0.95	6.6	0.97	20	NA	NA	NA	22	"0"
"acs"	"3"	2.44	2.64	0.99	35	0.22	NA	NA	12	"1"
"acs"	"3"	3.13	5.52	0.69	63	0.57	NA	NA	27	"0"
"acs"	"3"	2.39	6.34	0.75	53	0.48	NA	NA	19	"1"
"acs"	"3"	1.96	6.31	0.69	44	0.6	NA	NA	21	"1"
"mmas"	"3"	1.06	7.56	0.85	24	NA	NA	NA	15	"0"
"acs"	"3"	3.07	5.17	0.71	56	0.32	NA	NA	24	"1"
"acs"	"3"	2.23	6.41	0.74	52	0.55	NA	NA	18	"1"
"ras"	"3"	4.87	8.68	0.66	21	NA	10	NA	33	"1"
"acs"	"3"	3.31	3.06	0.35	39	0.54	NA	NA	24	"1"
"ras"	"3"	4.64	6.96	0.89	91	NA	33	NA	13	"0"
"acs"	"3"	1.98	4.15	0.24	34	0.81	NA	NA	17	"1"
"acs"	"3"	4.05	0.79	0.84	78	0.92	NA	NA	27	"0"
"acs"	"3"	2.79	4.45	0.38	23	0.91	NA	NA	8	"0"
"acs"	"3"	1.89	6.2	0.14	37	0.96	NA	NA	28	"0"
"ras"	"3"	3.06	0.83	0.79	84	NA	25	NA	47	"0"
"acs"	"3"	2.62	4.38	0.03	24	0.71	NA	NA	26	"0"
"acs"	"3"	1.79	6.72	0.49	53	0.96	NA	NA	11	"1"
"acs"	"3"	2.37	4.85	0.08	25	0.83	NA	NA	16	"1"
"acs"	"3"	1.39	6.38	0.76	44	0.95	NA	NA	8	"1"
"acs"	"3"	1.93	5.07	0.39	36	0.75	NA	NA	9	"1"
"acs"	"3"	2	6.45	0.34	39	0.96	NA	NA	8	"1"
"acs"	"3"	1.59	5.11	0.46	40	0.76	NA	NA	13	"1"
"acs"	"3"	2.33	6.37	0.37	54	0.9	NA	NA	8	"1"
"acs"	"3"	2.26	6.44	0.58	52	0.81	NA	NA	9	"1"
"acs"	"3"	1.93	6.17	0.57	51	0.91	NA	NA	11	"1"
"acs"	"3"	1.67	4.81	0.49	42	0.74	NA	NA	10	"1"
"acs"	"3"	1.54	4.57	0.49	43	0.7	NA	NA	12	"1"
"acs"	"2"	4.16	7.87	0.16	52	0.42	NA	NA	37	"0"
"acs"	"3"	4.56	6.15	0.86	27	0.37	NA	NA	39	"1"
"acs"	"2"	1.16	2.95	0.49	32	0.96	NA	NA	44	"0"
"acs"	"3"	1.75	6.38	0.65	19	0.11	NA	NA	20	"1"
"acs"	"3"	2.03	8.08	0.4	36	0.47	NA	NA	40	"1"
"acs"	"3"	1.34	4.49	0.69	39	0.94	NA	NA	46	"1"
"acs"	"3"	3.97	2.15	0.86	50	0.34	NA	NA	17	"0"
"acs"	"3"	4.57	6.56	0.93	12	0.27	NA	NA	49	"1"
"acs"	"3"	1.81	4.08	0.77	46	0.66	NA	NA	47	"0"
"acs"	"3"	2.92	4.78	0.35	26	0.23	NA	NA	19	"1"
"acs"	"3"	2.26	4.2	0.85	54	0.44	NA	NA	48	"0"
"acs"	"3"	1.85	1.23	0.95	40	0.62	NA	NA	50	"0"
"acs"	"3"	2.07	5.39	0.94	51	0.45	NA	NA	47	"0"
"acs"	"3"	2.57	5.05	0.72	63	0.65	NA	NA	45	"0"
"acs"	"3"	2.11	5.82	0.87	54	0.48	NA	NA	46	"0"
"acs"	"3"	2.32	4.07	0.67	61	0.74	NA	NA	41	"0"
"acs"	"3"	1.75	4.34	0.76	47	0.62	NA	NA	47	"0"
"acs"	"3"	2.14	6.06	0.91	56	0.44	NA	NA	43	"0"
"acs"	"2"	3.99	8.86	0.6	18	0.47	NA	NA	15	"0"
"acs"	"3"	3.52	2.93	0.88	87	0.94	NA	NA	8	"0"
"acs"	"3"	4.7	7.15	0.43	43	0.3	NA	NA	17	"1"
"as"	"3"	3.92	3.71	0.89	40	NA	NA	NA	33	"0"
"ras"	"3"	3.51	3.31	0.92	65	NA	16	NA	37	"0"
"ras"	"3"	3.64	3.09	0.7	53	NA	22	NA	10	"0"
"ras"	"3"	3.37	3.94	0.79	75	NA	22	NA	24	"0"
"acs"	"3"	4.13	4.94	0.5	76	0.94	NA	NA	11	"1"
"ras"	"3"	2.28	2.85	0.97	49	NA	10	NA	21	"0"
"ras"	"3"	3.3	4.22	0.73	52	NA	17	NA	41	"0"
"ras"	"3"	2.41	2.2	0.85	59	NA	10	NA	23	"0"
"ras"	"3"	3.02	2.72	0.83	61	NA	19	NA	23	"0"
"ras"	"3"	3.34	2.89	0.95	72	NA	21	NA	45	"0"
"acs"	"3"	3.44	5	0.53	72	0.9	NA	NA	10	"1"
"ras"	"3"	2.52	2.09	0.88	53	NA	16	NA	19	"0"
"ras"	"3"	2.37	2.72	0.91	47	NA	21	NA	20	"0"
"acs"	"3"	4.39	3.2	0.59	85	0.96	NA	NA	11	"1"
"acs"	"3"	4.46	4.94	0.41	40	0.08	NA	NA	11	"0"
"mmas"	"3"	1.26	1.34	0.49	6	NA	NA	NA	10	"1"
"mmas"	"3"	3.41	6.27	0.16	24	NA	NA	NA	25	"1"
"as"	"3"	4.97	1.89	0.84	30	NA	NA	NA	28	"1"
"acs"	"3"	4.71	2.52	0.46	59	0.42	NA	NA	25	"0"
"mmas"	"3"	3.38	5.23	0.37	16	NA	NA	NA	49	"1"
"mmas"	"3"	3.55	9.51	0.47	57	NA	NA	NA	34	"1"
"mmas"	"3"	4.34	7.52	0.13	12	NA	NA	NA	16	"0"
"acs"	"3"	2.19	6.07	0.12	34	0.36	NA	NA	48	"0"
"mmas"	"3"	2.62	4.75	0.23	33	NA	NA	NA	17	"1"
"mmas"	"3"	4.47	6.51	0.22	47	NA	NA	NA	30	"1"
"acs"	"3"	4.25	0.82	0.11	27	0.25	NA	NA	35	"0"
"acs"	"3"	3.98	5.85	0.01	19	0.09	NA	NA	11	"0"
"acs"	"3"	3.36	8.71	0.19	42	0.7	NA	NA	33	"1"
"acs"	"3"	2.07	6.13	0.11	24	0.54	NA	NA	50	"0"
"acs"	"3"	3.95	7.94	0.04	28	0	NA	NA	15	"0"
"acs"	"3"	4.06	4.73	0.02	23	0.35	NA	NA	15	"0"
"mmas"	"3"	4.52	6.46	0.09	8	NA	NA	NA	12	"0"
"acs"	"3"	4.7	5.43	0.03	28	0.17	NA	NA	13	"0"
"acs"	"3"	3.53	9.78	0.11	34	0.12	NA	NA	14	"0"
"acs"	"3"	4.08	6.94	0.02	24	0.42	NA	NA	12	"0"
"acs"	"3"	4.11	7.64	0.12	46	0.27	NA	NA	12	"0"
"acs"	"3"	4.08	6.38	0.02	26	0.06	NA	NA	10	"0"
"ras"	"3"	3.87	5.44	0.59	58	NA	34	NA	17	"1"
"acs"	"2"	2	4.19	0.96	70	0.97	NA	NA	46	"0"
"eas"	"3"	2.54	4.66	0.14	23	NA	NA	384	9	"0"
"mmas"	"3"	3.91	6.61	0.43	38	NA	NA	NA	18	"1"
"acs"	"3"	4.69	2.55	0.89	41	0.88	NA	NA	34	"0"
"acs"	"3"	3.39	2.1	0.85	10	0.71	NA	NA	11	"0"
"acs"	"3"	3.71	5.88	0.4	33	0.21	NA	NA	30	"1"
"mmas"	"3"	1.48	2.1	0.54	48	NA	NA	NA	19	"1"
"eas"	"3"	2.71	8.59	0.45	41	NA	NA	190	14	"1"
"acs"	"3"	3.9	4.2	0.6	67	0.62	NA	NA	17	"1"
"acs"	"3"	3.04	6.3	0.85	34	0.72	NA	NA	10	"0"
"acs"	"3"	2.37	6.33	0.72	50	0.1	NA	NA	39	"1"
"acs"	"3"	2.73	4.51	0.34	39	0.13	NA	NA	16	"1"
"acs"	"3"	4.48	9.2	0.15	54	0.56	NA	NA	20	"0"
"acs"	"3"	3.45	3.49	0.47	61	0.42	NA	NA	9	"1"
"acs"	"3"	4.53	7.54	0.1	49	0.93	NA	NA	17	"0"
"acs"	"3"	3.85	4.04	0.59	70	0.22	NA	NA	12	"1"
"acs"	"3"	3.01	6.06	0.38	50	0.28	NA	NA	18	"1"
"acs"	"3"	3.73	9.11	0.83	55	0.06	NA	NA	40	"1"
"acs"	"3"	3.28	6.11	0.37	56	0.2	NA	NA	20	"1"
"acs"	"3"	4.99	7.76	0.09	49	0.72	NA	NA	12	"0"
"acs"	"3"	4.48	6.67	0.04	42	0.82	NA	NA	17	"0"
"acs"	"3"	4.08	7.38	0.11	49	0.87	NA	NA	14	"0"
"acs"	"3"	3.47	6.79	0.43	58	0.24	NA	NA	28	"1"
"acs"	"3"	4.29	6.64	0.04	40	0.69	NA	NA	16	"0"
"acs"	"3"	4.43	5.56	0.04	40	0.84	NA	NA	13	"0"
"acs"	"3"	4.48	6.48	0.03	30	0.5	NA	NA	19	"0"
"acs"	"3"	4.22	7.81	0.14	48	0.79	NA	NA	12	"0"
"mmas"	"3"	3.5	0.85	0.18	35	NA	NA	NA	22	"0"
"acs"	"3"	2.71	9.91	0.65	44	0.99	NA	NA	30	"1"
"mmas"	"3"	3.26	4.75	0.41	63	NA	NA	NA	42	"1"
"acs"	"3"	1.97	4.99	0.99	40	0.38	NA	NA	45	"1"
"ras"	"3"	3.69	2.18	0.84	55	NA	82	NA	24	"0"
"acs"	"3"	1.82	5.81	0.78	34	0.54	NA	NA	26	"0"
"acs"	"3"	2.61	0.49	0.54	44	0.46	NA	NA	11	"0"
"acs"	"3"	4.93	9.27	0.79	65	0.43	NA	NA	43	"0"
"acs"	"3"	3.44	0.88	0.74	62	0.51	NA	NA	23	"0"
"acs"	"3"	3.21	0.43	0.73	54	0.18	NA	NA	12	"0"
"mmas"	"3"	3.58	3.74	0.21	32	NA	NA	NA	14	"0"
"acs"	"3"	2.71	1.19	0.61	52	0.01	NA	NA	9	"0"
"acs"	"3"	2.6	1.75	0.62	52	0.26	NA	NA	12	"0"
"mmas"	"3"	3.92	4.1	0.13	33	NA	NA	NA	12	"0"
"acs"	"3"	3.66	0.33	0.65	58	0.16	NA	NA	8	"0"
"acs"	"3"	2.95	0.77	0.49	53	0.32	NA	NA	17	"0"
"acs"	"3"	2.51	2.51	0.66	55	0.28	NA	NA	12	"0"
"acs"	"3"	2.65	2.38	0.66	54	0.28	NA	NA	9	"0"
"eas"	"3"	2.88	2.16	0.44	59	NA	NA	403	15	"0"
"acs"	"3"	2.25	5.91	0.81	47	0.82	NA	NA	21	"0"
"eas"	"3"	1.36	3.64	0.74	64	NA	NA	737	38	"1"
"acs"	"3"	3.07	0.83	0.59	31	0.31	NA	NA	13	"0"
"acs"	"3"	3.23	8.11	0.76	47	0.6	NA	NA	10	"0"
"acs"	"3"	3.42	2.08	0.54	40	0.17	NA	NA	20	"0"
"acs"	"3"	1.43	6.95	0.7	16	0.76	NA	NA	23	"0"
"acs"	"3"	2.47	8.14	0.75	26	0.51	NA	NA	21	"0"
"ras"	"3"	4	7.13	0.73	94	NA	11	NA	17	"0"
"acs"	"3"	4.48	7.62	0.79	70	0.75	NA	NA	25	"0"
"acs"	"3"	3.42	8.46	0.61	58	0.39	NA	NA	36	"0"
"acs"	"3"	2.39	6.7	0.68	55	0.8	NA	NA	23	"0"
"acs"	"3"	2.43	6.73	0.64	54	0.76	NA	NA	12	"0"
"acs"	"3"	4.72	6.81	0.65	73	0.83	NA	NA	24	"0"
"acs"	"3"	4.45	6.4	0.66	73	0.76	NA	NA	13	"0"
"acs"	"2"	3.31	6.64	0.9	59	0.62	NA	NA	22	"1"
"eas"	"3"	2.52	5.71	0.37	14	NA	NA	35	38	"1"
"ras"	"3"	4.09	0.08	0.68	44	NA	78	NA	18	"1"
"mmas"	"3"	3.19	6.1	0.07	8	NA	NA	NA	41	"1"
